"","Env.value","AI","LCI","UCI","SPECIES","LIFE.STAGE","ENV.COR","p.value","AIC","DEV.EXP","RMSE"
"1",9.13548960629152,1.66294594856049e-05,5.55656127896135e-06,4.97679965899818e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"2",9.5216017084179,1.6166350535264e-05,5.48626634205142e-06,4.76372952632313e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"3",9.90771381054429,1.57166510031063e-05,5.40781020402407e-06,4.56771057848209e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"4",10.2938259126707,1.52817095002784e-05,5.32321660848168e-06,4.38702127730077e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"5",10.6799380147971,1.48632660410947e-05,5.23558601143479e-06,4.21952150009313e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"6",11.0660501169234,1.4462739903011e-05,5.14815417753608e-06,4.06302605339328e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"7",11.4521622190498,1.4080884238695e-05,5.06344124051136e-06,3.91574211145593e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"8",11.8382743211762,1.37168962007357e-05,4.98185102696604e-06,3.7767737405898e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"9",12.2243864233026,1.33689746014884e-05,4.90230227228348e-06,3.64582744939535e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"10",12.610498525429,1.30353690817888e-05,4.82365721294228e-06,3.52265593505573e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"11",12.9966106275554,1.27143062474857e-05,4.74487151571333e-06,3.40691171129742e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"12",13.3827227296817,1.240386069038e-05,4.66507190558828e-06,3.29803619622779e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"13",13.7688348318081,1.21021426958606e-05,4.5838414995995e-06,3.19517718585534e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"14",14.1549469339345,1.18072951154495e-05,4.50113618929821e-06,3.09726726942366e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"15",14.5410590360609,1.15174020847949e-05,4.41688712483343e-06,3.00325878913738e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"16",14.9271711381873,1.1231030209731e-05,4.33092099654123e-06,2.91245302494841e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"17",15.3132832403137,1.09476020187177e-05,4.24321002256949e-06,2.82451232257546e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"18",15.69939534244,1.06671113479014e-05,4.15399783554834e-06,2.73922300909209e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"19",16.0855074445664,1.03903493761259e-05,4.06390003193361e-06,2.6565456657307e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"20",16.4716195466928,1.01186753686805e-05,3.9739057703857e-06,2.5764977111373e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"21",16.8577316488192,9.85361408204167e-06,3.88531739663284e-06,2.4989904444346e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"22",17.2438437509456,9.59667700594663e-06,3.79959766868935e-06,2.42384109021293e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"23",17.629955853072,9.349840075845e-06,3.71813532348504e-06,2.35116535139819e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"24",18.0160679551983,9.11649521760207e-06,3.64211447410565e-06,2.28192951219552e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"25",18.4021800573247,8.90095541954917e-06,3.57269663753272e-06,2.21756883997616e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"26",18.7882921594511,8.70737421761275e-06,3.51129036248359e-06,2.15927359855024e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"27",19.1744042615775,8.53961175019752e-06,3.45963487499129e-06,2.10788049835158e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"28",19.5605163637039,8.4013833701831e-06,3.4196138199601e-06,2.06407057196923e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"29",19.9466284658303,8.29644540984285e-06,3.39282584740875e-06,2.02872206043442e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"30",20.3327405679566,8.22835724991947e-06,3.38056984739168e-06,2.00279438345407e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"31",20.718852670083,8.19960115549859e-06,3.38395016990227e-06,1.98683360373464e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"32",21.1049647722094,8.20949629873064e-06,3.40299391015076e-06,1.98048633815764e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
"33",21.4910768743358,8.25503012516682e-06,3.43681828150542e-06,1.98280842295689e-05,"White Catfish","YoY","H2O_TEMP","0.08",-494.081103767084,0.320914938848657,0.000430649323473128
